log_id,user_id,movie_id,device_id,watch_date,watch_duration,watch_time_slot,liked,rating_given,completed
14850,2237,1744,1056,2023-11-02,72,Afternoon,Yes,5,False
14851,3712,539,141,2025-04-14,130,Morning,Yes,4,True
14852,15002,1300,1393,2023-11-10,169,Afternoon,Yes,5,True
14853,27261,808,1622,2024-08-08,176,Afternoon,No,2,True
14854,26815,1958,1149,2025-01-11,58,Night,No,5,False
14855,16,1533,2474,2024-10-24,95,Night,No,2,False
14856,34741,1404,2329,2025-06-10,140,Afternoon,Yes,1,True
14857,3864,839,1672,2023-09-01,69,Night,Yes,5,True
14858,15287,434,363,2025-03-10,78,Morning,No,5,False
14859,8681,710,2363,2024-11-26,70,Afternoon,Yes,5,False
14860,3119,1548,1055,2024-12-26,79,Night,Yes,5,False
14861,33119,183,914,2025-05-14,179,Morning,Yes,5,True
14862,16477,1896,51,2025-05-22,16,Afternoon,Yes,2,False
14863,29381,757,644,2024-04-08,48,Night,Yes,1,False
14864,39142,717,2030,2024-11-27,85,Afternoon,Yes,5,False
14865,39267,1424,655,2024-08-04,63,Evening,Yes,2,False
14866,9098,736,2694,2023-10-23,84,Morning,No,5,False
14867,10627,1028,1320,2024-07-13,142,Evening,No,3,True
14868,28217,801,242,2024-12-24,122,Afternoon,Yes,3,True
14869,2450,74,536,2023-06-25,42,Evening,No,3,False
14870,3335,585,1840,2024-11-02,167,Evening,No,1,True
14871,3385,1206,1156,2025-02-19,88,Evening,No,1,True
14872,11977,30,2855,2025-01-23,7,Afternoon,Yes,3,False
14873,17790,1712,1226,2024-02-04,38,Morning,Yes,2,False
14874,6122,1424,1244,2023-12-22,149,Night,Yes,1,True
14875,25518,569,911,2024-09-04,174,Evening,Yes,4,True
14876,7571,127,1665,2024-01-04,46,Evening,Yes,5,False
14877,24628,1689,1666,2024-06-04,15,Evening,Yes,2,False
14878,7575,967,2269,2023-08-01,77,Evening,Yes,5,False
14879,20683,1450,1151,2023-07-19,151,Night,No,4,True
14880,14298,893,2629,2024-06-23,176,Morning,No,4,True
14881,27536,785,1139,2023-08-11,32,Morning,Yes,3,False
14882,7952,786,2913,2024-09-06,59,Night,No,3,False
14883,13860,1767,2856,2024-08-13,96,Afternoon,Yes,5,True
14884,28975,283,1582,2024-12-23,175,Afternoon,Yes,1,True
14885,36171,479,2300,2025-05-30,180,Afternoon,No,3,True
14886,26906,746,1698,2024-05-09,97,Morning,Yes,1,False
14887,19524,1613,12,2024-11-30,162,Morning,Yes,4,True
14888,33984,20,1596,2024-01-31,42,Evening,Yes,1,False
14889,14980,279,2398,2023-10-09,16,Afternoon,No,5,False
14890,6735,1865,607,2024-03-20,78,Evening,No,4,False
14891,28772,309,2972,2024-03-19,70,Night,Yes,4,False
14892,1777,849,1532,2024-05-03,140,Morning,Yes,5,False
14893,8815,1782,1065,2024-10-27,35,Evening,No,3,False
14894,2969,248,424,2025-01-17,116,Night,No,1,True
14895,23785,414,849,2025-06-20,177,Morning,No,4,True
14896,22336,1812,287,2024-11-28,97,Afternoon,No,5,True
14897,30294,42,1069,2025-01-14,116,Night,Yes,1,True
14898,13519,1585,495,2024-08-01,78,Evening,Yes,1,False
14899,31876,1022,1768,2025-03-21,177,Evening,Yes,5,True
14900,27570,342,1448,2025-02-23,22,Night,Yes,1,False
14901,39020,1602,2024,2023-07-24,175,Afternoon,Yes,4,True
14902,28893,1448,226,2024-08-07,93,Morning,Yes,4,True
14903,7298,1593,2084,2024-12-03,154,Afternoon,Yes,4,True
14904,25966,858,1834,2024-06-11,156,Afternoon,Yes,4,True
14905,20926,170,9,2024-07-12,137,Evening,No,1,False
14906,30659,769,1001,2025-05-12,37,Morning,Yes,5,False
14907,24661,1919,2970,2024-03-22,79,Morning,No,1,False
14908,28297,1136,2076,2023-06-25,94,Evening,Yes,1,False
14909,38668,1380,2413,2024-05-21,27,Afternoon,No,5,False
14910,36907,1840,2528,2025-03-20,174,Night,Yes,2,True
14911,23057,1578,1563,2023-10-09,76,Night,Yes,2,False
14912,18525,172,1459,2025-03-04,165,Afternoon,Yes,4,True
14913,35536,1390,376,2023-10-16,138,Morning,Yes,2,True
14914,3426,15,906,2023-12-07,132,Night,No,5,False
14915,32877,330,1041,2023-11-03,57,Evening,No,5,False
14916,40000,1338,184,2025-04-06,84,Afternoon,Yes,3,False
14917,26084,116,1893,2024-04-22,68,Afternoon,No,1,False
14918,19268,734,911,2025-04-30,85,Evening,Yes,5,False
14919,19295,1162,638,2023-08-20,134,Afternoon,Yes,2,True
14920,35278,1726,534,2024-03-31,115,Evening,Yes,3,True
14921,16229,1501,2501,2024-01-09,143,Afternoon,Yes,2,True
14922,9153,1942,2877,2024-12-06,78,Evening,No,3,False
14923,14887,817,2328,2023-10-06,134,Evening,No,1,True
14924,39546,1534,1578,2024-11-05,87,Night,Yes,1,False
14925,22207,393,521,2023-07-28,156,Evening,Yes,2,True
14926,31642,709,1905,2024-08-08,85,Afternoon,Yes,2,False
14927,2597,1523,1452,2024-07-01,120,Night,No,1,True
14928,25759,1306,1298,2023-10-10,147,Evening,Yes,2,True
14929,8685,1766,1733,2023-06-24,125,Morning,Yes,4,True
14930,13037,512,2545,2024-11-24,34,Night,Yes,1,False
14931,7729,1126,2637,2023-11-18,97,Evening,Yes,1,False
14932,68,1901,2397,2023-11-16,83,Evening,Yes,3,True
14933,19051,625,997,2024-08-26,137,Evening,No,3,False
14934,25071,531,1212,2024-02-27,70,Night,Yes,3,False
14935,34939,589,749,2024-12-05,109,Evening,No,4,False
14936,6381,207,165,2023-11-19,26,Night,No,1,False
14937,35341,1240,8,2024-06-12,115,Morning,No,4,True
14938,5260,1186,273,2024-08-14,16,Evening,Yes,3,False
14939,9707,1955,1419,2023-10-16,11,Morning,Yes,5,False
14940,2272,331,2415,2024-02-04,151,Afternoon,Yes,3,True
14941,13451,351,1144,2024-08-31,52,Morning,Yes,1,False
14942,23920,291,481,2024-05-23,94,Evening,No,1,False
14943,30596,1879,1786,2024-07-01,163,Morning,No,2,True
14944,27364,1665,610,2025-04-09,76,Morning,No,3,False
14945,35399,1242,2576,2023-07-21,83,Morning,No,2,False
14946,34616,1877,1163,2023-08-26,80,Night,Yes,3,True
14947,7485,87,14,2024-11-30,55,Afternoon,No,3,False
14948,14965,378,1350,2024-01-14,134,Afternoon,Yes,5,True
14949,21655,504,1124,2024-10-29,105,Night,Yes,1,False
14950,25361,1924,214,2025-03-01,16,Night,No,3,False
14951,22945,1546,91,2025-04-15,50,Morning,Yes,4,False
14952,15824,1657,309,2024-04-21,28,Night,No,1,False
14953,6951,646,1337,2024-12-06,132,Night,No,2,True
14954,3884,74,908,2024-06-04,83,Night,Yes,2,False
14955,17689,63,457,2024-06-17,40,Night,Yes,3,False
14956,17469,842,339,2023-10-23,66,Morning,Yes,5,False
14957,31285,545,1107,2024-03-09,18,Morning,Yes,5,False
14958,13237,1021,209,2025-05-03,76,Morning,Yes,5,False
14959,511,1259,2020,2024-05-12,132,Morning,No,1,False
14960,9777,52,2629,2023-12-16,68,Night,Yes,2,False
14961,13492,308,1655,2024-04-01,57,Evening,Yes,1,False
14962,5451,400,495,2023-10-18,147,Morning,No,4,True
14963,3757,1013,1038,2024-03-30,156,Morning,Yes,3,True
14964,34701,255,519,2023-12-02,70,Morning,Yes,3,False
14965,26345,480,135,2024-07-26,15,Night,Yes,3,False
14966,13902,356,2616,2023-07-15,144,Afternoon,No,3,True
14967,16712,682,2593,2025-05-04,17,Night,No,5,False
14968,34508,1520,1838,2024-08-21,17,Night,No,2,False
14969,36737,186,1815,2025-01-20,134,Night,Yes,3,False
14970,27539,183,1599,2024-02-07,58,Evening,No,1,False
14971,18456,1066,1145,2023-10-23,9,Evening,Yes,2,False
14972,7640,1026,2454,2025-05-07,79,Evening,Yes,5,False
14973,21015,1890,1277,2024-02-05,33,Afternoon,Yes,3,False
14974,12189,223,507,2024-04-09,111,Evening,No,5,False
14975,11870,1715,2991,2024-03-11,132,Morning,No,1,False
14976,3984,293,2616,2024-10-15,133,Evening,No,4,True
14977,4561,341,1031,2023-07-04,126,Night,Yes,1,True
14978,22420,1107,1580,2025-01-08,114,Night,No,1,True
14979,10653,249,1036,2023-11-21,114,Afternoon,No,3,True
14980,4770,1666,1959,2024-07-28,162,Evening,Yes,5,True
14981,7962,224,2510,2025-03-04,27,Morning,Yes,3,False
14982,11695,1163,1696,2023-11-20,123,Night,Yes,1,False
14983,6356,1683,2903,2023-12-12,96,Afternoon,No,5,False
14984,16540,66,1337,2023-12-21,159,Morning,Yes,4,True
14985,602,30,179,2024-10-31,154,Evening,No,3,True
14986,6266,1166,2533,2024-09-05,176,Afternoon,No,1,True
14987,22338,462,1290,2025-02-04,118,Afternoon,Yes,2,False
14988,8744,1761,81,2025-05-12,114,Evening,Yes,3,False
14989,33037,1567,2391,2024-08-22,80,Evening,No,4,False
14990,21745,433,2482,2024-12-12,99,Morning,No,3,False
14991,6558,251,2164,2024-01-08,6,Afternoon,No,4,False
14992,11838,1829,238,2023-09-30,29,Afternoon,Yes,2,False
14993,25766,1155,2923,2025-05-11,163,Morning,No,1,True
14994,22254,1767,773,2024-03-30,8,Afternoon,Yes,5,False
14995,21170,1047,825,2024-08-01,156,Night,Yes,4,True
14996,31875,1946,445,2023-08-13,56,Evening,Yes,3,False
14997,2464,114,1125,2024-07-05,80,Night,No,4,False
14998,11745,759,1567,2024-01-09,50,Night,No,1,False
14999,38706,1469,2651,2024-03-26,78,Morning,No,3,False
15000,27649,1484,1034,2024-12-15,103,Evening,No,3,False
15001,31009,298,905,2025-03-02,151,Night,Yes,3,True
15002,37336,1715,491,2025-03-10,165,Evening,Yes,3,True
15003,32860,46,2947,2023-11-28,111,Morning,Yes,1,True
15004,24583,1536,2818,2024-12-25,179,Afternoon,No,3,True
15005,35155,905,165,2024-07-10,99,Afternoon,Yes,4,True
15006,19540,1711,2343,2024-02-18,18,Afternoon,Yes,4,False
15007,8589,1943,2608,2024-04-20,104,Afternoon,No,5,True
15008,4557,1935,339,2024-02-20,163,Afternoon,Yes,1,True
15009,30431,1239,504,2023-07-11,146,Morning,Yes,2,True
15010,7296,1936,2593,2024-10-18,67,Evening,Yes,4,False
15011,34751,1671,2430,2024-03-21,59,Night,Yes,1,False
15012,16017,553,368,2023-06-27,45,Morning,Yes,2,False
15013,4458,1521,2568,2024-02-06,107,Evening,Yes,5,True
15014,13077,790,2859,2023-08-03,19,Night,No,3,False
15015,19033,378,1287,2023-08-06,38,Afternoon,Yes,5,False
15016,10225,717,1927,2024-01-01,105,Afternoon,No,2,True
15017,12803,25,188,2024-07-10,73,Morning,No,1,False
15018,35661,913,565,2025-01-29,46,Evening,Yes,3,False
15019,13279,929,2557,2025-06-14,111,Evening,Yes,4,True
15020,29158,705,596,2025-04-21,100,Afternoon,No,3,False
15021,9598,771,1121,2025-05-27,57,Evening,No,5,False
15022,5426,1644,2730,2023-12-06,77,Night,No,5,False
15023,4079,1593,745,2024-08-18,20,Morning,No,1,False
15024,21015,1232,1128,2024-07-31,71,Night,Yes,3,True
15025,38669,1155,1740,2024-06-27,38,Night,No,1,False
15026,35732,1457,2878,2024-03-09,97,Evening,Yes,5,True
15027,39070,1169,1597,2025-03-01,121,Evening,Yes,4,True
15028,38453,1201,1550,2025-02-17,162,Morning,Yes,4,True
15029,9879,857,1124,2023-08-31,157,Evening,Yes,1,True
15030,11398,1288,1699,2024-10-03,154,Afternoon,Yes,4,True
15031,27203,428,1049,2023-11-29,60,Morning,No,2,True
15032,1014,473,531,2024-05-05,38,Morning,Yes,4,False
15033,14678,1610,1760,2024-09-13,151,Night,No,2,True
15034,14273,1535,1666,2025-04-09,106,Night,No,1,True
15035,38750,208,867,2024-12-31,173,Night,Yes,1,True
15036,10453,893,2586,2024-11-02,62,Night,Yes,5,False
15037,1318,668,2990,2025-06-11,129,Evening,Yes,3,True
15038,32771,215,1431,2024-03-20,81,Morning,Yes,1,False
15039,19726,1725,1662,2023-07-08,66,Night,Yes,1,False
15040,35530,146,2236,2024-12-20,39,Night,Yes,5,False
15041,10927,221,254,2025-02-26,14,Evening,Yes,4,False
15042,17158,1032,2641,2023-08-08,36,Morning,No,4,False
15043,981,811,36,2025-05-15,152,Morning,Yes,3,True
15044,33361,1698,2265,2024-09-06,91,Night,No,5,False
15045,31179,1948,1400,2023-11-27,96,Afternoon,No,4,True
15046,32775,19,2480,2024-01-16,18,Night,No,2,False
15047,18144,1981,2535,2024-10-17,124,Morning,No,5,True
15048,26169,1828,1782,2025-01-21,92,Afternoon,No,3,False
15049,8392,1486,2125,2023-09-14,161,Afternoon,No,3,True
15050,27484,1117,1870,2024-08-27,111,Morning,No,4,False
15051,14340,1069,69,2024-02-03,85,Morning,Yes,3,True
15052,99,1690,2682,2024-04-23,155,Morning,Yes,5,True
15053,12157,1335,268,2024-08-24,49,Night,Yes,5,False
15054,22388,1437,1644,2024-10-13,152,Evening,No,1,True
15055,3217,1824,1280,2024-06-17,145,Evening,No,2,True
15056,751,1959,656,2024-11-03,5,Morning,Yes,5,False
15057,25337,1924,935,2024-03-09,8,Morning,Yes,1,False
15058,35770,844,2267,2024-12-20,41,Afternoon,Yes,1,False
15059,37931,1774,809,2024-08-18,113,Evening,Yes,3,False
15060,16018,1982,906,2024-11-27,154,Evening,No,3,False
15061,1155,1916,861,2023-10-27,51,Evening,No,1,False
15062,20508,1170,1649,2024-04-12,97,Night,No,2,True
15063,37047,1340,2775,2024-08-28,162,Night,No,2,True
15064,23988,196,1617,2023-08-26,69,Night,Yes,1,False
15065,8193,899,1775,2023-07-20,54,Night,No,5,False
15066,22942,74,1720,2024-08-17,61,Evening,Yes,2,False
15067,24729,36,2987,2024-06-13,40,Night,No,3,False
15068,22193,1686,644,2025-03-22,117,Morning,No,4,True
15069,31237,117,1597,2023-08-18,56,Morning,Yes,2,False
15070,29805,1835,511,2023-09-09,168,Night,No,5,True
15071,3852,1149,1214,2024-08-02,22,Night,Yes,5,False
15072,32904,443,2720,2023-11-22,31,Evening,No,1,False
15073,15872,1685,536,2024-07-02,18,Night,No,1,False
15074,8172,1900,1145,2025-05-07,42,Morning,Yes,4,False
15075,26073,1375,2213,2023-08-21,31,Evening,No,5,False
15076,3526,1867,943,2025-06-14,9,Afternoon,Yes,2,False
15077,20829,270,65,2025-06-08,135,Afternoon,Yes,4,True
15078,37881,1497,234,2024-12-21,91,Night,No,1,True
15079,29323,517,2682,2023-09-12,99,Morning,No,2,True
15080,31328,790,984,2023-09-23,78,Evening,Yes,2,True
15081,3868,636,2459,2023-08-18,119,Night,No,5,True
15082,18649,115,814,2023-07-02,110,Morning,Yes,4,True
15083,25727,426,503,2023-09-19,136,Night,Yes,2,True
15084,11414,170,1048,2023-09-12,115,Afternoon,No,1,False
15085,17338,686,2852,2024-02-28,117,Morning,No,3,False
15086,11157,417,2118,2023-07-12,116,Morning,No,5,True
15087,12996,1271,2002,2024-09-17,64,Night,Yes,3,False
15088,2939,900,894,2024-10-02,171,Evening,No,3,True
15089,7366,185,1022,2024-07-03,17,Evening,No,4,False
15090,9198,864,2356,2023-11-04,114,Night,No,2,True
15091,32853,129,1730,2024-07-01,133,Morning,Yes,5,True
15092,32165,1058,756,2025-05-03,38,Evening,No,4,False
15093,20242,377,160,2023-12-19,22,Evening,Yes,1,False
15094,3244,1668,2955,2024-08-16,122,Night,No,4,False
15095,5065,55,1354,2023-09-10,81,Morning,Yes,5,False
15096,29894,980,539,2025-04-18,179,Morning,Yes,1,True
15097,24145,1707,291,2025-04-03,13,Evening,No,2,False
15098,21314,214,2821,2023-09-28,161,Morning,Yes,1,True
15099,19725,1528,1,2025-02-07,175,Night,Yes,3,True
15100,39049,854,895,2025-05-15,113,Afternoon,No,3,False
15101,30604,163,1364,2023-08-17,41,Afternoon,Yes,1,False
15102,27246,559,1368,2025-01-23,92,Afternoon,Yes,3,True
15103,7606,486,635,2025-04-17,103,Night,Yes,5,True
15104,37323,1313,2142,2024-05-24,73,Morning,No,3,False
15105,36230,1436,1250,2023-10-11,110,Afternoon,No,5,True
15106,33824,577,349,2024-12-05,6,Afternoon,Yes,4,False
15107,35574,1011,804,2025-01-08,65,Night,No,5,False
15108,5139,1038,2272,2025-03-13,71,Afternoon,Yes,5,True
15109,25254,1812,1178,2024-08-25,14,Morning,Yes,4,False
15110,5360,1147,665,2023-09-29,78,Night,No,3,False
15111,20738,1099,95,2023-10-20,18,Morning,No,4,False
15112,13228,177,2778,2023-11-19,39,Evening,No,1,False
15113,26780,1954,2088,2024-11-26,76,Night,Yes,1,False
15114,31503,184,2603,2023-07-15,79,Evening,No,4,False
15115,22988,125,2299,2024-07-01,19,Afternoon,Yes,3,False
15116,34184,107,429,2025-03-09,54,Night,No,3,False
15117,15816,266,636,2024-01-10,134,Morning,No,4,False
15118,18535,191,516,2024-03-07,147,Night,No,4,False
15119,1842,1475,2758,2023-10-09,79,Evening,Yes,3,False
15120,1248,521,2878,2024-11-05,158,Night,No,2,True
15121,22667,542,2362,2023-08-28,44,Night,No,1,False
15122,28642,1991,938,2024-07-03,162,Evening,Yes,5,True
15123,1330,1480,1909,2024-05-29,178,Night,Yes,2,True
15124,33120,905,2619,2024-02-17,139,Morning,No,5,True
15125,32936,1213,1859,2024-01-03,135,Night,No,2,True
15126,11377,1315,2688,2023-10-27,85,Evening,Yes,1,True
15127,21729,718,2975,2025-04-04,5,Afternoon,No,1,False
15128,26271,1495,1870,2024-04-01,158,Morning,Yes,3,False
15129,8369,736,1368,2023-08-01,178,Afternoon,No,1,True
15130,11509,1457,1511,2025-01-03,54,Morning,Yes,3,False
15131,20731,1766,1448,2024-03-27,150,Evening,No,2,True
15132,7518,115,2432,2024-10-15,27,Afternoon,No,3,False
15133,7297,863,651,2024-07-23,36,Morning,Yes,4,False
15134,25659,777,519,2024-11-18,111,Morning,No,2,False
15135,38904,797,1041,2024-09-16,118,Afternoon,Yes,2,False
15136,28223,1349,1269,2023-08-30,131,Morning,No,3,True
15137,11568,1282,1419,2023-10-10,48,Morning,No,2,False
15138,24791,1393,1431,2024-04-22,70,Night,No,2,False
15139,9172,1973,259,2025-02-25,105,Morning,Yes,2,False
15140,27329,593,2960,2023-08-12,33,Afternoon,No,4,False
15141,26704,653,1660,2025-03-22,118,Afternoon,No,1,True
15142,16917,1411,1229,2024-07-28,144,Night,Yes,2,True
15143,39480,1753,1214,2023-10-21,163,Morning,Yes,1,True
15144,39109,1487,2131,2024-08-29,41,Afternoon,Yes,5,False
15145,19568,1320,926,2024-09-20,36,Morning,No,1,False
15146,25256,469,2181,2023-08-22,19,Evening,Yes,1,False
15147,18970,667,2155,2024-10-20,71,Morning,Yes,3,True
15148,23619,790,39,2024-02-17,172,Night,Yes,4,True
15149,27112,1949,1434,2025-05-12,19,Night,No,5,False
15150,13653,318,1700,2025-03-17,145,Evening,No,2,True
15151,25912,602,2625,2023-10-02,7,Afternoon,No,5,False
15152,29655,551,2741,2024-12-25,9,Afternoon,No,2,False
15153,37527,1570,28,2024-02-17,59,Night,No,4,False
15154,18909,891,1859,2024-03-27,102,Night,Yes,1,True
15155,17815,90,620,2025-05-11,17,Night,Yes,1,False
15156,20272,1049,2756,2024-05-12,77,Evening,Yes,5,False
15157,27748,407,1382,2023-09-18,127,Morning,No,3,False
15158,11857,266,79,2023-11-10,118,Night,No,5,False
15159,21997,385,2908,2023-10-15,73,Afternoon,No,3,False
15160,11983,1580,1526,2025-02-02,142,Afternoon,No,4,True
15161,23484,269,2674,2023-11-20,78,Afternoon,Yes,1,False
15162,13428,1770,2598,2024-07-18,138,Night,No,5,True
15163,16017,1522,2021,2024-04-20,36,Morning,No,3,False
15164,36296,294,493,2024-10-28,77,Evening,No,3,False
15165,37644,1304,1314,2024-04-05,101,Night,No,4,True
15166,23538,1840,1309,2024-05-27,135,Evening,Yes,5,False
15167,28498,862,1081,2023-10-09,7,Morning,Yes,5,False
15168,10,1692,2843,2023-07-06,49,Evening,No,3,False
15169,24045,1250,772,2025-01-11,28,Night,Yes,2,False
15170,10817,1595,2803,2023-09-04,69,Evening,No,1,True
15171,26113,1945,753,2024-03-13,161,Afternoon,Yes,1,True
15172,9007,1995,2831,2023-12-02,173,Afternoon,No,3,True
15173,35759,379,2112,2024-10-25,76,Evening,No,5,False
15174,3792,1485,1027,2024-11-23,116,Morning,Yes,1,False
15175,6232,705,2883,2023-11-14,89,Afternoon,Yes,1,False
15176,37159,1611,1618,2024-09-19,107,Afternoon,Yes,1,True
15177,1363,849,1017,2024-05-30,51,Morning,Yes,1,False
15178,5830,891,344,2024-12-08,145,Afternoon,No,5,True
15179,4830,719,2880,2023-06-28,16,Morning,No,4,False
15180,6421,1523,2846,2025-05-17,140,Night,Yes,2,True
15181,35399,1975,99,2024-06-02,112,Night,Yes,4,False
15182,34713,1748,2758,2024-04-22,22,Afternoon,No,4,False
15183,1975,1038,842,2024-05-23,152,Night,Yes,5,True
15184,25458,1452,2207,2024-07-29,61,Morning,Yes,1,False
15185,24609,1562,1472,2024-03-31,20,Evening,Yes,4,False
15186,14955,436,2677,2024-11-20,114,Morning,No,1,True
15187,26908,1403,351,2024-08-03,112,Morning,Yes,1,False
15188,7618,1183,925,2025-03-18,67,Night,No,1,True
15189,29471,1908,1975,2023-10-28,159,Afternoon,No,2,True
15190,10614,965,99,2025-02-07,43,Afternoon,No,2,False
15191,10661,804,2901,2024-10-27,48,Evening,Yes,2,False
15192,11644,1726,2364,2024-03-09,166,Morning,No,3,True
15193,14190,436,1942,2024-06-25,66,Morning,Yes,1,False
15194,31958,559,784,2024-10-28,94,Night,Yes,3,True
15195,17278,942,2012,2023-06-21,90,Morning,No,3,False
15196,28149,1643,1215,2023-10-31,169,Night,No,2,True
15197,9364,420,2765,2025-03-11,82,Evening,Yes,4,False
15198,7018,828,2791,2024-01-07,113,Evening,No,1,True
15199,15544,15,505,2024-07-12,44,Morning,No,4,False
15200,19375,544,1578,2025-01-11,66,Night,Yes,2,False
15201,420,1934,939,2023-11-20,81,Afternoon,No,5,True
15202,33812,709,2678,2025-06-17,46,Morning,Yes,1,False
15203,3487,1885,1591,2025-05-12,107,Afternoon,No,3,True
15204,23371,951,1864,2023-07-09,8,Afternoon,Yes,3,False
15205,30565,1663,1473,2024-04-12,153,Evening,Yes,4,True
15206,28473,63,2904,2023-09-09,57,Morning,No,1,False
15207,15020,1960,61,2024-02-25,55,Night,No,1,False
15208,31445,55,1712,2023-08-27,35,Afternoon,No,4,False
15209,28466,239,1099,2024-08-13,81,Evening,No,3,False
15210,26700,304,815,2025-05-21,39,Afternoon,No,3,False
15211,16519,189,1451,2025-04-16,135,Morning,Yes,3,True
15212,10239,1397,561,2025-01-04,43,Afternoon,No,3,False
15213,3189,939,1878,2025-04-11,80,Afternoon,Yes,3,False
15214,15012,1718,1817,2024-03-28,124,Morning,Yes,1,True
15215,27887,380,2530,2025-05-23,12,Evening,No,5,False
15216,29193,892,844,2023-12-31,123,Evening,Yes,4,False
15217,18822,1331,1019,2024-07-20,26,Afternoon,Yes,5,False
15218,21145,1345,2642,2024-09-30,52,Night,Yes,2,False
15219,1848,1680,2914,2024-07-12,17,Afternoon,No,3,False
15220,6691,121,489,2025-04-02,173,Evening,No,5,True
15221,5486,1993,2929,2023-10-12,30,Night,No,4,False
15222,18821,1022,410,2025-05-01,23,Night,No,1,False
15223,29550,180,150,2025-04-20,165,Afternoon,Yes,1,True
15224,11653,367,2103,2024-08-07,34,Morning,Yes,5,False
15225,12494,1341,1294,2024-09-01,87,Morning,No,2,True
15226,1239,903,2862,2025-02-21,58,Afternoon,Yes,5,False
15227,2527,340,1182,2025-06-19,165,Night,No,2,True
15228,27165,1580,2220,2024-03-15,133,Night,No,2,True
15229,20089,1972,1239,2023-08-21,93,Afternoon,No,2,False
15230,32150,1863,763,2024-04-30,136,Morning,Yes,2,True
15231,7186,614,2154,2025-04-27,130,Night,No,4,True
15232,32305,1873,261,2024-07-04,45,Night,No,5,False
15233,12027,202,573,2024-07-14,151,Night,Yes,3,False
15234,32557,585,1685,2024-04-22,80,Afternoon,No,2,False
15235,24240,658,1336,2023-11-25,156,Night,Yes,5,True
15236,39817,1932,2115,2024-05-03,63,Afternoon,No,1,False
15237,37170,29,1489,2023-07-13,135,Morning,Yes,4,True
15238,3722,874,776,2024-01-14,15,Night,No,1,False
15239,15530,336,1527,2025-03-21,11,Evening,Yes,1,False
15240,20184,210,2983,2023-10-19,114,Afternoon,No,2,True
15241,13596,448,466,2024-03-02,81,Evening,No,3,False
15242,12505,545,2133,2024-06-05,49,Night,Yes,5,False
15243,273,1974,322,2023-12-22,86,Evening,Yes,2,False
15244,16861,1443,596,2023-11-09,140,Morning,Yes,5,True
15245,19360,278,2613,2024-11-14,151,Night,No,1,True
15246,27192,111,415,2023-06-23,32,Afternoon,Yes,2,False
15247,34218,1151,2295,2025-03-07,45,Evening,No,5,False
15248,14936,638,1659,2025-02-06,172,Morning,No,1,True
15249,2036,1073,144,2024-10-17,33,Afternoon,No,3,False
15250,20929,1963,990,2024-06-24,148,Night,Yes,1,True
15251,12683,693,2413,2023-07-08,80,Night,Yes,3,True
15252,7931,1844,1595,2025-01-17,106,Night,Yes,5,False
15253,23582,955,1975,2025-03-17,42,Morning,Yes,1,False
15254,6098,19,901,2025-03-08,163,Morning,No,4,True
15255,27734,327,2602,2024-05-09,97,Evening,No,1,False
15256,9435,131,1943,2023-12-06,149,Night,Yes,5,True
15257,8877,1084,1880,2024-10-23,5,Morning,No,5,False
15258,981,667,980,2024-01-09,96,Night,No,3,True
15259,23096,1557,168,2025-02-13,76,Evening,Yes,5,False
15260,18888,1192,2584,2025-02-03,168,Morning,No,1,True
15261,27290,1022,2734,2025-01-26,99,Night,No,3,False
15262,12801,1856,15,2024-01-13,138,Night,No,4,True
15263,15717,1196,1774,2025-03-17,172,Evening,Yes,4,True
15264,34690,1747,1066,2024-06-01,20,Evening,No,5,False
15265,18915,782,2645,2023-10-10,24,Morning,No,5,False
15266,7632,140,723,2023-11-05,78,Evening,No,3,False
15267,19572,31,671,2024-12-08,138,Morning,No,4,True
15268,13635,834,395,2024-08-21,110,Morning,Yes,3,True
15269,29320,531,104,2024-09-02,155,Night,No,4,True
15270,35632,961,245,2024-10-04,40,Afternoon,No,3,False
15271,13994,1376,247,2025-02-11,14,Evening,Yes,5,False
15272,20548,264,650,2024-01-04,96,Afternoon,No,4,True
15273,13384,1990,994,2024-05-11,137,Night,Yes,3,False
15274,23684,569,2692,2023-12-24,119,Afternoon,Yes,4,True
15275,5792,1945,2971,2023-10-01,61,Evening,No,1,False
15276,24003,1173,2184,2025-05-24,37,Morning,No,3,False
15277,20423,1385,2993,2024-04-22,7,Afternoon,No,3,False
15278,37380,315,1654,2024-12-10,139,Evening,No,5,True
15279,1924,572,1550,2024-02-15,121,Evening,Yes,4,False
15280,4303,563,314,2023-07-05,136,Morning,No,1,True
15281,22019,1892,988,2023-12-10,97,Afternoon,No,3,True
15282,37978,487,1566,2024-03-21,118,Afternoon,No,1,False
15283,8032,148,840,2024-09-03,173,Evening,No,2,True
15284,8618,1367,1847,2024-12-01,122,Night,No,3,True
15285,28749,678,290,2024-12-25,99,Morning,No,3,True
15286,11469,328,2493,2024-01-12,114,Afternoon,Yes,1,True
15287,1057,250,258,2024-02-06,144,Night,No,1,True
15288,26041,1860,711,2024-10-29,48,Evening,No,3,False
15289,9417,1674,1035,2024-09-02,37,Afternoon,No,1,False
15290,26502,294,1986,2025-03-17,76,Afternoon,Yes,2,False
15291,13033,1973,1748,2024-12-27,113,Evening,No,4,False
15292,18339,459,1408,2024-05-31,180,Evening,No,1,True
15293,33534,8,178,2024-03-08,150,Afternoon,Yes,1,True
15294,20406,1044,2572,2023-08-29,139,Morning,Yes,4,True
